,pair_id,Overall
136,1488265289_1488088792,2.8559818267822266
137,1547934707_1547004841,2.818150281906128
138,1529764392_1528838377,2.3417675495147705
139,1540477923_1545287284,2.660428047180176
140,1514236066_1546697452,1.5956323146820068
141,1516285791_1515623805,1.5148248672485352
142,1505279000_1560146159,3.4109513759613037
143,1555765419_1564950765,1.8686224222183228
144,1503315935_1508536145,1.5861244201660156
145,1509575364_1496989547,2.383422613143921
146,1537330069_1510977561,3.2061269283294678
147,1524692683_1524820107,3.550520658493042
148,1502881762_1496936070,1.9897208213806152
149,1542165117_1490162780,2.633856773376465
150,1538630126_1546559571,2.4525160789489746
151,1532886816_1533264251,1.574483871459961
152,1496129653_1496078545,2.5908620357513428
153,1491046119_1563349629,3.2960548400878906
154,1494652525_1521219051,2.711716651916504
155,1525738742_1561167819,3.270918369293213
156,1523726699_1533195377,2.020425796508789
157,1521611904_1521441175,1.5121222734451294
158,1485823716_1485703601,3.2706048488616943
159,1490661765_1502018923,2.4537906646728516
160,1527921610_1544393087,2.848567247390747
161,1519985275_1538425532,1.3197112083435059
162,1553067412_1564034963,3.42969012260437
163,1564009052_1500312620,2.9176185131073
164,1511681009_1514276787,1.376976490020752
165,1491457817_1558948457,2.060723304748535
166,1501257387_1502244019,1.7209157943725586
167,1561983251_1492129802,3.472898244857788
168,1541860848_1529653864,2.9991679191589355
169,1525754279_1524884092,1.808732032775879
170,1564385704_1563335171,3.5311989784240723
171,1552190372_1553374046,1.3695781230926514
172,1523638673_1524579213,1.413681983947754
173,1564780361_1548096083,3.201931953430176
174,1564591480_1485492838,2.508049249649048
175,1563096548_1551380429,3.068330764770508
176,1558401233_1501069960,3.466402769088745
177,1549740023_1578766548,3.2585649490356445
178,1572496233_1629895569,2.784579277038574
179,1484691218_1623025650,2.743584632873535
180,1601164368_1639569405,2.7952582836151123
181,1550593302_1549480806,3.4350061416625977
182,1647762056_1496468280,3.374300718307495
183,1598905917_1598858097,3.0556280612945557
184,1494234418_1492760032,1.9806889295578003
185,1517911797_1637468624,1.9055906534194946
186,1539331609_1589905186,3.0506656169891357
187,1638327020_1637515151,2.847310781478882
188,1556637631_1607952074,2.955050230026245
189,1620131016_1621061291,3.076627254486084
190,1615908155_1615908145,2.6998257637023926
191,1566957205_1596571280,1.5276660919189453
192,1558646312_1538256445,2.87174654006958
193,1490441900_1601142991,3.3476693630218506
194,1507155048_1503896035,3.3064868450164795
195,1534111863_1579755330,1.3286876678466797
196,1609659306_1511725556,2.5885684490203857
197,1509023255_1516715408,3.258875846862793
198,1492941120_1492761537,1.5377416610717773
199,1525275517_1611881456,2.66471266746521
200,1494742724_1492891317,2.80179500579834
201,1585573976_1562929173,3.0906310081481934
202,1569915709_1580735704,2.2449257373809814
203,1560426344_1564028365,3.1181421279907227
204,1557268432_1546123964,2.9937455654144287
205,1641697215_1599482774,2.1870834827423096
206,1586788991_1601838056,3.592783212661743
207,1607124786_1521910649,2.996630907058716
208,1629573050_1567603204,2.6225225925445557
209,1592671968_1604256856,3.193513870239258
210,1526192497_1529600477,2.5213022232055664
211,1549336357_1545535853,2.0468125343322754
212,1625993764_1606863116,1.5547016859054565
213,1646441167_1646285743,2.0490851402282715
214,1644008281_1644164094,2.1967790126800537
215,1484421942_1494721946,1.3495007753372192
216,1590024183_1589496962,2.6966934204101562
217,1562483638_1611624784,2.6964175701141357
218,1632804202_1643412545,2.0956413745880127
219,1536903505_1536946101,1.6808218955993652
220,1645610849_1543506638,3.471040725708008
221,1512078170_1491108459,3.3606157302856445
222,1642220033_1618977537,2.6460556983947754
223,1609501071_1609409437,2.8323562145233154
224,1619326852_1645637925,2.0279102325439453
225,1536304608_1610029186,3.476468086242676
226,1574655066_1549911372,2.6131997108459473
227,1604211449_1600708369,3.2141273021698
228,1505700717_1495669879,3.0185184478759766
229,1494223313_1491515735,1.4164533615112305
230,1512296453_1565239374,2.3137383460998535
231,1644362439_1593922401,2.436087131500244
232,1552639665_1593519726,1.466996669769287
233,1640058972_1636268312,3.257693290710449
234,1586667835_1499678815,3.4624757766723633
235,1625393147_1545792060,3.260385513305664
236,1590812571_1599318482,2.228006362915039
237,1583921658_1584428422,3.2711594104766846
238,1613121229_1572193481,3.2411770820617676
239,1546786606_1560297046,3.490729808807373
240,1595168316_1604057798,2.8488082885742188
241,1509141446_1635476293,2.894000291824341
242,1490387352_1513541048,3.343499183654785
243,1541127277_1541123075,1.2929009199142456
244,1634082713_1608336125,1.7039121389389038
245,1642177345_1644068408,3.2883734703063965
246,1555070167_1579122576,3.3907597064971924
247,1513643803_1497479014,2.4167532920837402
248,1639372219_1638596691,2.415254831314087
249,1539131604_1539189107,1.6525428295135498
250,1559681650_1593681179,2.7925243377685547
251,1486774329_1625671590,3.499619245529175
252,1487531319_1491489609,1.760841727256775
253,1513328705_1507143678,3.1831488609313965
254,1540322796_1540423375,1.981906533241272
255,1539599196_1593390988,3.2103796005249023
256,1498283000_1497468286,2.4941139221191406
257,1565519309_1606682974,3.424252510070801
258,1499919067_1503532759,1.733209252357483
259,1619745247_1620593750,2.5012385845184326
260,1612030094_1601521556,3.3784589767456055
261,1573418039_1499468620,3.39524507522583
262,1579208780_1580022250,2.5011377334594727
263,1556367946_1556652530,1.7579636573791504
264,1636947451_1484388888,2.8025171756744385
265,1584297823_1591984218,1.3075518608093262
266,1559458268_1563987409,2.9557785987854004
267,1512317471_1534632707,2.5365805625915527
268,1530346317_1516672288,3.07358980178833
269,1489422700_1490487069,1.5243759155273438
270,1549339747_1579880944,3.424168586730957
271,1563031362_1551103732,3.3847320079803467
272,1491491828_1521202502,2.6544644832611084
273,1533830683_1532704021,2.6315672397613525
274,1569934048_1538133898,2.7693915367126465
275,1531566795_1531524584,2.0087733268737793
276,1630764967_1496429414,2.5896170139312744
277,1500462555_1505795256,3.350688934326172
278,1605073846_1571963449,3.38737154006958
279,1589809543_1631654421,3.064593553543091
280,1539189165_1539215002,3.2174620628356934
281,1623192652_1565428575,2.8930885791778564
282,1591023199_1582492607,2.239366054534912
283,1604005384_1607115441,3.1548819541931152
284,1550054971_1545223425,2.049623966217041
285,1566597161_1490710880,3.357675313949585
286,1512794191_1510490231,2.696934461593628
287,1531636880_1530610078,1.7029632329940796
288,1613584743_1613587724,2.345111846923828
289,1572638779_1513250356,1.3387633562088013
290,1580775438_1582061990,2.1946372985839844
291,1551750105_1506772696,3.0491039752960205
292,1635793240_1607670364,2.3639237880706787
293,1630953879_1635846794,3.4204277992248535
294,1586721307_1643681814,2.9913384914398193
295,1641033530_1645693223,3.1092405319213867
296,1489063505_1500197179,2.970688581466675
297,1646982055_1642481699,2.4432477951049805
298,1633884753_1631734000,2.3435118198394775
299,1524748452_1489999962,2.8422250747680664
300,1500208386_1499851707,2.496518611907959
301,1513777419_1513184759,2.314427375793457
302,1583184017_1576223166,3.3737688064575195
303,1560532193_1559430859,3.238050699234009
304,1554912915_1577766094,2.8781042098999023
305,1526183932_1630697162,3.3450005054473877
306,1505483346_1570861047,3.392230987548828
307,1639082012_1640034910,2.7786061763763428
308,1581899700_1584563502,2.6591241359710693
309,1619920426_1630658712,2.290759325027466
310,1618831715_1492193767,3.143231153488159
311,1526036088_1523271542,3.156402111053467
312,1518105664_1553805063,3.459933042526245
313,1573094688_1574328168,2.68426251411438
314,1576029588_1620686247,2.761359214782715
315,1641814220_1549216893,3.249314546585083
316,1645267841_1646580271,2.8159217834472656
317,1585663490_1585241195,3.0317444801330566
318,1592038127_1494471937,3.1223716735839844
319,1539047182_1542628070,3.3381242752075195
320,1530570881_1549413508,2.2188167572021484
321,1605048410_1594000116,2.236311197280884
322,1500446961_1589410609,3.329268455505371
323,1510387361_1516385241,3.2057008743286133
324,1490226023_1612964294,2.9403810501098633
325,1631933776_1545506966,3.369075298309326
326,1602331270_1602331319,2.47017765045166
327,1634188052_1633850355,1.640639066696167
328,1561077006_1529909663,3.0821003913879395
329,1513915276_1519983202,3.154938220977783
330,1486142505_1486054288,2.7037699222564697
331,1574275031_1588648328,2.749011516571045
332,1559124012_1543907387,3.4259092807769775
333,1543651939_1615345816,3.0462875366210938
334,1643509381_1619126052,2.5315301418304443
335,1632977953_1630872412,3.0441856384277344
336,1644505995_1627496002,2.8402504920959473
337,1529596679_1536979630,2.8044052124023438
338,1696749333_1511153850,2.80387020111084
339,1526146111_1527387279,2.5548095703125
340,1540556015_1533938197,3.4150238037109375
341,1643410219_1625096426,1.815004825592041
342,1572243611_1632704277,3.108515739440918
343,1521791219_1527387290,2.6847569942474365
344,1565189138_1566072372,2.450883626937866
345,1517777426_1553892700,3.032454252243042
346,1520658762_1520658756,2.817307949066162
347,1586221913_1586221877,2.6776461601257324
348,1580643517_1602373584,2.8938803672790527
349,1527298211_1613732282,3.11592435836792
350,1637857233_1615867869,3.380195379257202
351,1584173632_1585644506,3.168002128601074
352,1574490525_1575382530,2.571476459503174
353,1495224465_1529064806,3.4239771366119385
354,1572319479_1535952836,3.1572046279907227
355,1552664424_1586676388,3.2191929817199707
356,1498914909_1589171555,2.3587989807128906
357,1617771415_1596187480,3.166666030883789
358,1490273015_1492409370,2.5548746585845947
359,1572236856_1629801348,3.0950677394866943
360,1526654841_1509188698,2.9637019634246826
361,1512586240_1533307959,2.5384328365325928
362,1554719580_1560245449,2.26773738861084
363,1490661488_1618795666,2.926421642303467
364,1505995533_1533612790,2.9723453521728516
365,1549229950_1608926405,2.988205909729004
366,1496380176_1603606647,2.791084051132202
367,1519804900_1543736069,3.4729199409484863
368,1526278760_1526278764,2.9788341522216797
369,1585512608_1496539701,3.1229500770568848
370,1616017994_1616138111,2.8511641025543213
371,1571019622_1628489962,3.398805856704712
372,1611635659_1577820041,3.156430721282959
373,1578736558_1625048232,2.177046775817871
374,1566688985_1511740856,3.0303921699523926
375,1513086763_1512028601,2.290584087371826
376,1496312365_1496435561,2.8016903400421143
377,1490263573_1647409282,2.6383843421936035
378,1620769353_1619777619,2.7556471824645996
379,1532344185_1547310963,2.2874200344085693
380,1596227025_1601736132,3.395495891571045
381,1646774728_1586750425,3.2544100284576416
382,1546378741_1637851884,2.6212222576141357
383,1567445903_1546854860,3.20829439163208
384,1578308964_1548555993,3.0543370246887207
385,1551501065_1552467891,2.8012146949768066
386,1577695718_1577695781,3.0414040088653564
387,1592776439_1619469684,2.4009037017822266
388,1521132892_1522016821,2.624964952468872
389,1640925231_1518811257,2.9464917182922363
390,1642570918_1642422858,3.1007916927337646
391,1646828662_1646846309,3.1531405448913574
392,1625307809_1484024324,2.658564567565918
393,1577825829_1527216238,2.952996253967285
394,1523941631_1530777287,3.1705734729766846
395,1596876390_1604968538,2.886270046234131
396,1615734545_1493894308,2.741760492324829
397,1626275954_1647449764,3.061079978942871
398,1511635363_1529475375,2.7888097763061523
399,1503771840_1557149585,3.156893253326416
400,1536719317_1565265726,3.0638792514801025
401,1577724033_1487855603,2.7983603477478027
402,1484477571_1532465159,2.361710548400879
403,1590928740_1587549946,3.0719757080078125
404,1623591048_1639155399,3.0980844497680664
405,1576798444_1577750803,2.976599931716919
406,1562681964_1592209346,2.886493682861328
407,1601776214_1601018879,1.867897391319275
408,1618776750_1636428000,2.124022960662842
409,1606434730_1606534187,3.175978660583496
410,1486742714_1584226681,3.4514875411987305
411,1604193076_1631785602,2.9526705741882324
412,1551411464_1591701152,3.171983242034912
413,1636748240_1553559598,3.1223318576812744
414,1535667935_1541435293,3.5588412284851074
415,1484304386_1504394311,3.1869847774505615
416,1591186586_1623347245,2.6745896339416504
417,1557146461_1557146459,2.553272008895874
418,1551355545_1547933284,3.1638360023498535
419,1529812889_1541779655,3.1227285861968994
420,1636367259_1636425404,3.280622959136963
421,1591965367_1592308967,2.84660005569458
422,1594071945_1577833982,1.8352700471878052
423,1526601396_1547222932,3.4381847381591797
424,1600343924_1524735895,2.412539482116699
425,1586753999_1611832552,3.1739306449890137
426,1579625769_1579156900,2.477947235107422
427,1571469825_1581209559,3.454223155975342
428,1544799596_1630036188,2.3683688640594482
429,1555621548_1608359994,3.3352270126342773
430,1638169200_1638208599,1.5467318296432495
431,1611208453_1606577523,3.440389394760132
432,1538045369_1556137919,2.678192138671875
433,1592674015_1579852128,3.358185291290283
434,1514788695_1513956962,2.823607921600342
435,1540488157_1543744331,3.6823372840881348
436,1593091942_1597309300,3.14690899848938
437,1617637104_1639969598,2.7417240142822266
438,1612682136_1531125458,3.677945137023926
439,1522706734_1516027697,2.4567365646362305
440,1565800902_1601456100,3.394181728363037
441,1578246734_1573378896,3.5880625247955322
442,1614932943_1588852751,2.8438661098480225
443,1512605672_1628699942,3.2030229568481445
444,1538043349_1592115184,2.351698637008667
445,1571333390_1636096359,2.839111089706421
446,1608278959_1607415667,3.1958131790161133
447,1565483041_1627333819,3.7187085151672363
448,1486865227_1542306554,3.0312750339508057
449,1637517111_1596608852,2.8116707801818848
450,1559390769_1555499351,3.304689645767212
451,1533976033_1534137052,1.42344331741333
452,1551520143_1551509710,2.1283321380615234
453,1628514142_1566501266,2.706258535385132
454,1541513492_1540890508,3.078747272491455
455,1582717248_1625476469,2.5606207847595215
456,1647537711_1535301678,3.1089720726013184
457,1630946548_1624434769,2.8773672580718994
458,1497942174_1645082815,3.2801272869110107
459,1526022671_1597206945,2.9576008319854736
460,1615092233_1639511219,2.9775612354278564
461,1613279383_1614016819,1.3103052377700806
462,1578970555_1582067061,3.3293709754943848
463,1591835304_1517021573,2.421651840209961
464,1646993799_1529029165,3.391613006591797
465,1627745353_1496278473,3.3298025131225586
466,1512908204_1572097617,2.323410987854004
467,1615195411_1559689703,3.450822353363037
468,1595210536_1596805971,3.0477161407470703
469,1633461081_1633264467,1.3124107122421265
470,1577534581_1610266305,2.4851560592651367
471,1487659368_1535250920,3.419501781463623
472,1626796144_1624234671,2.1103010177612305
473,1565442481_1580816344,2.5173330307006836
474,1625132687_1609534612,3.2382652759552
475,1493061672_1489782214,1.5184860229492188
476,1633018490_1636237695,3.239689588546753
477,1512193143_1599348164,3.0480923652648926
478,1552394438_1554326215,3.4423654079437256
479,1512419641_1513367900,2.2938690185546875
480,1592532096_1632752071,3.339280128479004
481,1492135524_1505033370,2.9414167404174805
482,1604377275_1525346845,3.462491989135742
483,1569192678_1568466295,3.343737840652466
484,1536106555_1568504767,3.5038294792175293
485,1563125412_1616881935,3.2456188201904297
486,1499814554_1550450040,3.2094016075134277
487,1573560454_1626452849,2.4533274173736572
488,1574525030_1552874100,3.1112935543060303
489,1643264463_1628040784,2.975206136703491
490,1526348001_1513922238,3.4028584957122803
491,1627094014_1582181184,2.715906858444214
492,1587982534_1487839831,2.0263113975524902
493,1578799595_1541312737,2.568152666091919
494,1593026588_1569936230,3.4042882919311523
495,1565459749_1632093355,3.2015466690063477
496,1549624304_1599731445,3.2208571434020996
497,1538754651_1491410039,3.086832046508789
498,1614502233_1549797455,3.499387741088867
499,1598268751_1522260361,3.2913951873779297
500,1575428273_1548821719,1.621680736541748
501,1484581438_1536684866,2.765979766845703
502,1540021687_1498026328,3.4586124420166016
503,1514562858_1538268930,2.6887521743774414
504,1611623641_1614996201,3.0853168964385986
505,1556976988_1634694315,3.31585693359375
506,1562649423_1578223205,2.913451671600342
507,1625412975_1638524563,3.483205556869507
508,1599378676_1571206265,3.496366262435913
509,1504781389_1504973190,2.9705374240875244
510,1527241902_1495530074,2.8130874633789062
511,1524253634_1517969671,2.6784191131591797
512,1636095223_1637064680,1.7224993705749512
513,1511138161_1504851031,2.184358596801758
514,1533796098_1511134767,1.4985549449920654
515,1532947735_1508855988,3.2557244300842285
516,1542105061_1565167001,2.834015369415283
517,1628812701_1525018239,3.373838424682617
518,1641666581_1640839293,2.189920425415039
519,1519250233_1644650004,3.5045957565307617
520,1616009555_1597114806,1.5140738487243652
521,1563403698_1630976447,3.55076003074646
522,1495243038_1495120182,2.943147659301758
523,1557254376_1592284209,3.137812852859497
524,1576998241_1629121583,2.2445247173309326
525,1491739323_1618640688,2.264357566833496
526,1777318187_1628997231,1.4842050075531006
527,1632008931_1632031499,1.5078566074371338
528,1535810627_1626564838,1.636396884918213
529,1644819730_1645744379,1.4064042568206787
530,1559228651_1489300357,3.2097320556640625
531,1524576001_1529663661,3.1741340160369873
532,1556186413_1569879681,2.424513101577759
533,1512720672_1520363154,1.394243836402893
534,1562349103_1562286327,2.1501593589782715
535,1578555186_1578452297,2.2426528930664062
536,1502604404_1501453055,1.4722847938537598
537,1614683078_1614569310,1.6563684940338135
538,1571913603_1568104610,2.9308712482452393
539,1647916600_1628769769,2.6478750705718994
540,1508488432_1520981797,3.229774236679077
541,1564286400_1553256231,3.1165080070495605
542,1591118051_1589996629,1.7194116115570068
543,1502675365_1502309326,2.7599573135375977
544,1577829079_1577686586,3.161613941192627
545,1610533601_1626630497,2.987189292907715
546,1629768197_1489407972,1.7999814748764038
547,1508671064_1507969877,2.8041391372680664
548,1605471891_1609288311,3.595850706100464
549,1624529271_1630485482,2.2846519947052
550,1567470750_1640757294,3.5564351081848145
551,1566412841_1566383963,3.3010950088500977
552,1602960133_1579574956,3.417957067489624
553,1499172079_1543911477,1.5280818939208984
554,1580849344_1580713493,2.292243480682373
555,1554140665_1556493945,1.828713297843933
556,1612894281_1517905552,3.0892043113708496
557,1616611290_1522898603,3.6218013763427734
558,1503743670_1503510859,1.789259433746338
559,1599544947_1612660961,2.2421464920043945
560,1510471068_1510192614,1.4159471988677979
561,1572396410_1603535427,2.165745496749878
562,1598815569_1604710863,2.6426186561584473
563,1492162287_1492148825,1.3520835638046265
564,1632181007_1579783288,3.1074371337890625
565,1510672458_1508889812,1.3490369319915771
566,1593157652_1577728301,3.0533573627471924
567,1632066459_1632008920,2.3259174823760986
568,1606329760_1589426288,2.8985443115234375
569,1506448251_1523088715,2.7189316749572754
570,1532761664_1512619245,3.2746574878692627
571,1613035920_1613154075,1.3318507671356201
572,1502418741_1502356397,2.7577402591705322
573,1489458167_1502638821,3.0039258003234863
574,1574529222_1508569145,2.3560116291046143
575,1617278945_1578578244,3.20641827583313
576,1569483038_1581397188,3.3585405349731445
577,1598703755_1581057129,1.5978147983551025
578,1574307079_1560840144,2.3783605098724365
579,1638208812_1619638443,1.3350188732147217
580,1596707603_1592959331,3.389436960220337
581,1558386505_1635822513,2.898712158203125
582,1556197698_1496350847,3.4915943145751953
583,1646745400_1646298579,1.9795536994934082
584,1638305023_1583930254,2.962026596069336
585,1527110798_1623237051,2.527484655380249
586,1508673621_1554056302,3.52398419380188
587,1590884493_1581878905,3.1078248023986816
588,1497287604_1497506528,3.0753610134124756
589,1525101923_1616428014,3.294696807861328
590,1492496211_1522621364,1.5668329000473022
591,1629620910_1606103662,2.6828815937042236
592,1615888082_1594357643,2.785635471343994
593,1548157711_1550592007,3.018557071685791
594,1620905285_1583560073,3.2833738327026367
595,1601433959_1610173392,2.4302215576171875
596,1553947410_1619911703,2.7352824211120605
597,1505655748_1646598304,3.1367154121398926
598,1579414166_1577118486,3.521014451980591
599,1499565146_1551142201,2.718224287033081
600,1569050566_1617554372,3.0105268955230713
601,1598488535_1646456966,2.6428346633911133
602,1561443074_1595838381,3.40061616897583
603,1525052146_1498806217,3.079721689224243
604,1640760358_1630817163,2.5910568237304688
605,1576157873_1568581190,3.2091217041015625
606,1545148977_1627404166,2.9618828296661377
607,1570942126_1567416565,2.9184937477111816
608,1560352382_1490434531,2.7279059886932373
609,1630771065_1496664356,2.8815360069274902
610,1528369845_1580282059,2.9860618114471436
611,1573034419_1641463168,2.3252875804901123
612,1616716112_1620105522,3.1446917057037354
613,1562852218_1515587019,2.8899567127227783
614,1575339952_1575361350,2.7054593563079834
615,1514047976_1554803646,2.1494140625
616,1562100896_1569318823,3.2601656913757324
617,1620838983_1626162475,2.132927656173706
618,1552757138_1514391722,2.455352306365967
619,1623376318_1565143697,3.0584917068481445
620,1586383888_1499974840,3.120727062225342
621,1548622718_1548622715,3.2586286067962646
622,1628231623_1628435948,2.9050662517547607
623,1532759185_1513574762,1.7760210037231445
624,1515370902_1516749312,2.11149263381958
625,1553137717_1513733541,2.7291998863220215
626,1499226190_1488037552,2.572110176086426
627,1550234220_1552469657,2.0056211948394775
628,1538018384_1536200097,3.089585542678833
629,1566084509_1565875992,3.0537147521972656
630,1486581563_1510347806,2.6050164699554443
631,1513358012_1513358014,2.830139636993408
632,1526036077_1521972142,3.226527214050293
633,1576931385_1638172631,3.035306215286255
634,1522987468_1510060738,2.5996346473693848
635,1523675320_1489409349,3.3637521266937256
636,1615135059_1612674744,3.266007900238037
637,1533821305_1538378415,3.008976697921753
638,1529623127_1587802130,2.567852258682251
639,1573052994_1587191650,3.1985604763031006
640,1585760584_1585760585,2.5881428718566895
641,1510711803_1640015898,2.9002904891967773
642,1643452007_1574283452,2.452138900756836
643,1496880883_1565609011,2.9392409324645996
644,1522238066_1521947275,2.586484909057617
645,1536617461_1539411174,2.281217336654663
646,1640181427_1645682073,3.1574206352233887
647,1493627451_1519965485,2.499837636947632
648,1578944484_1521312425,3.044654130935669
649,1518868389_1558400111,3.579613208770752
650,1501464646_1490897127,1.3680063486099243
651,1592929732_1596587533,1.6934380531311035
652,1607612210_1548755758,2.710594415664673
653,1629582583_1630996612,3.080491065979004
654,1591950451_1588749763,1.5811266899108887
655,1607722582_1584557241,1.9321014881134033
656,1524331265_1525057224,1.5968703031539917
657,1515083966_1511540446,3.548860549926758
658,1534779435_1537899318,3.4343929290771484
659,1629915020_1639745847,2.9725570678710938
660,1632827569_1572228872,3.3374176025390625
661,1589208366_1516112252,2.1831717491149902
662,1634941541_1635343776,2.348289728164673
663,1628829587_1629086480,2.593630790710449
664,1592275598_1599556992,3.0640676021575928
665,1536964059_1505999092,3.3828630447387695
666,1549655247_1550303202,2.6088550090789795
667,1645387805_1608452790,2.626101493835449
668,1579010561_1579035525,2.8506290912628174
669,1562891463_1612866403,3.3313636779785156
670,1532849339_1562813946,3.526022434234619
671,1525352422_1520406037,3.1853103637695312
672,1491488471_1492555164,1.3875373601913452
673,1551518580_1509135952,3.0898075103759766
674,1505316713_1531637961,2.891305685043335
675,1547072180_1547122029,3.6503517627716064
676,1498874672_1584650608,1.6337907314300537
677,1593431018_1586833735,3.077420949935913
678,1611172259_1611328347,3.218679428100586
